user;dt;sale
886;29.04.2024;1351
886;06.05.2024;1523
886;07.05.2024;5406
886;08.05.2024;5087
886;14.05.2024;5358
886;23.05.2024;4197
886;05.06.2024;3787
886;16.06.2024;4801
886;17.06.2024;4215
886;25.06.2024;5679
886;26.06.2024;3092
886;31.07.2024;689
886;03.08.2024;4090
886;26.08.2024;5692
886;28.08.2024;1558
887;03.10.2023;1608
887;16.10.2023;2590
887;31.10.2023;542
887;03.12.2023;4217
887;20.01.2024;3573
887;04.02.2024;2929
887;16.02.2024;5146
887;10.05.2024;3805
887;20.06.2024;5423
888;26.03.2023;5846
888;27.03.2023;1250
888;28.03.2023;3023
888;30.03.2023;1225
888;03.04.2023;1927
888;04.05.2023;4965
888;20.05.2023;2098
888;29.05.2023;744
888;27.06.2023;2093
888;03.07.2023;3782
888;08.07.2023;531
888;21.08.2023;693
889;28.04.2024;2124
889;29.04.2024;3345
889;30.04.2024;3460
889;02.05.2024;2083
889;03.05.2024;984
889;07.05.2024;3236
889;26.05.2024;4415
889;03.06.2024;1570
889;13.06.2024;2878
889;08.07.2024;5521
889;16.07.2024;1461
889;26.07.2024;4282
889;19.08.2024;1177
889;26.11.2024;5958
890;03.06.2023;2780
890;04.06.2023;1690
890;06.06.2023;1384
890;07.06.2023;5023
890;08.06.2023;3985
890;09.06.2023;897
890;11.06.2023;5169
890;13.06.2023;917
890;14.06.2023;4206
890;15.06.2023;2323
890;16.06.2023;5154
890;18.06.2023;3775
890;21.06.2023;4633
890;23.06.2023;2637
890;24.06.2023;5341
890;29.06.2023;5919
890;01.07.2023;3101
890;06.07.2023;5366
890;13.07.2023;1510
890;18.07.2023;4896
890;23.07.2023;5364
890;25.07.2023;1460
890;08.08.2023;4865
890;09.08.2023;3973
890;10.08.2023;1998
890;11.08.2023;2667
890;13.08.2023;1963
890;04.09.2023;4363
890;18.09.2023;868
890;19.09.2023;544
890;25.09.2023;1113
890;28.09.2023;4087
890;03.10.2023;1444
890;07.10.2023;3537
890;13.10.2023;5062
890;01.11.2023;5805
890;22.11.2023;3844
890;06.12.2023;3502
890;09.01.2024;3819
890;16.02.2024;3887
890;28.02.2024;1994
890;27.03.2024;3731
891;29.01.2024;3292
891;30.01.2024;3867
891;31.01.2024;5222
891;01.02.2024;2768
891;02.02.2024;702
891;03.02.2024;3879
891;04.02.2024;4898
891;05.02.2024;982
891;07.02.2024;1914
891;09.02.2024;3322
891;11.02.2024;785
891;15.02.2024;4643
891;19.02.2024;2822
891;21.02.2024;2452
891;23.02.2024;918
891;24.02.2024;5167
891;29.02.2024;3516
891;06.03.2024;4108
891;07.03.2024;3818
891;08.03.2024;711
891;10.03.2024;4760
891;16.03.2024;2014
891;17.03.2024;5067
891;20.03.2024;5972
891;25.03.2024;1185
891;28.03.2024;5027
891;30.03.2024;5199
891;19.04.2024;3260
891;01.05.2024;1353
891;02.05.2024;5214
891;03.05.2024;2769
891;22.05.2024;1010
891;14.08.2024;1546
891;17.12.2024;687
891;22.12.2024;5920
892;24.02.2024;5652
892;27.02.2024;761
892;02.03.2024;4700
892;03.03.2024;5894
892;05.03.2024;2077
892;07.03.2024;5145
892;08.03.2024;2613
892;13.03.2024;1227
892;14.03.2024;2441
892;22.03.2024;2182
892;27.03.2024;3953
892;31.03.2024;2234
892;14.04.2024;1308
892;20.04.2024;4257
892;28.04.2024;1379
892;09.05.2024;1945
892;21.05.2024;2501
892;01.06.2024;1189
892;15.07.2024;4116
892;04.12.2024;2115
893;25.04.2024;4568
893;26.04.2024;2039
893;27.04.2024;566
893;29.04.2024;2301
893;30.04.2024;5778
893;01.05.2024;4286
893;02.05.2024;5946
893;14.05.2024;5848
893;17.05.2024;4244
893;18.05.2024;2945
893;22.05.2024;5583
893;12.06.2024;3730
893;21.06.2024;4897
893;01.08.2024;4169
893;23.10.2024;5938
893;03.11.2024;2230
893;09.02.2025;3183
894;31.08.2023;4852
894;07.09.2023;3097
894;09.09.2023;1519
894;13.09.2023;5692
894;14.12.2023;4645
894;30.12.2023;809
894;24.02.2024;2830
894;28.02.2024;5944
894;26.03.2024;5114
895;21.03.2023;3393
895;23.03.2023;4849
895;24.03.2023;3202
895;25.03.2023;1169
895;30.03.2023;807
895;01.04.2023;1486
895;02.04.2023;531
895;03.04.2023;2130
895;06.04.2023;5469
895;09.04.2023;1535
895;13.04.2023;1146
895;15.04.2023;663
895;03.05.2023;5994
895;04.05.2023;4278
895;12.05.2023;2966
895;21.05.2023;3093
895;22.05.2023;3477
895;27.05.2023;5447
895;01.06.2023;5091
895;14.06.2023;3511
895;25.06.2023;3564
895;29.07.2023;5528
895;08.08.2023;2518
895;19.08.2023;5844
895;21.09.2023;5120
896;27.12.2023;1637
896;28.12.2023;2970
896;29.12.2023;2786
896;30.12.2023;5046
896;31.12.2023;5299
896;01.01.2024;3820
896;02.01.2024;3823
896;03.01.2024;1021
896;04.01.2024;2543
896;05.01.2024;4446
896;06.01.2024;1714
896;07.01.2024;5945
896;09.01.2024;3028
896;10.01.2024;4015
896;13.01.2024;5075
896;14.01.2024;905
896;16.01.2024;3643
896;20.01.2024;3613
896;24.01.2024;572
896;25.01.2024;4716
896;30.01.2024;4220
896;01.02.2024;1872
896;08.02.2024;5495
896;10.02.2024;3376
896;13.02.2024;3256
896;19.02.2024;2272
896;23.02.2024;4677
896;01.03.2024;3935
896;02.03.2024;1913
896;25.03.2024;5269
896;04.04.2024;3266
896;07.04.2024;4793
896;16.04.2024;565
896;19.04.2024;1357
896;20.04.2024;2594
896;30.04.2024;3841
896;23.06.2024;3634
896;23.08.2024;1946
896;07.12.2024;508
897;04.10.2023;3856
897;05.10.2023;534
897;06.10.2023;2561
897;07.10.2023;5271
897;09.10.2023;1963
897;10.10.2023;3814
897;11.10.2023;5773
897;12.10.2023;4461
897;15.10.2023;3754
897;16.10.2023;949
897;17.10.2023;5953
897;18.10.2023;3112
897;19.10.2023;1454
897;20.10.2023;2189
897;22.10.2023;1096
897;25.10.2023;5609
897;26.10.2023;2385
897;02.11.2023;3252
897;03.11.2023;4381
897;09.11.2023;2729
897;10.11.2023;5808
897;17.11.2023;5915
897;19.11.2023;5109
897;20.11.2023;3864
897;21.11.2023;3005
897;02.12.2023;1359
897;03.12.2023;2059
897;17.12.2023;3926
897;18.12.2023;741
897;19.12.2023;4706
897;24.12.2023;5324
897;31.12.2023;3063
897;01.01.2024;1143
897;03.01.2024;5819
897;06.01.2024;1397
897;08.01.2024;814
897;12.01.2024;1159
897;13.01.2024;1920
897;18.01.2024;904
897;01.02.2024;3302
897;03.02.2024;1010
897;05.02.2024;1000
897;07.02.2024;1414
897;12.02.2024;5563
897;17.02.2024;2461
897;13.03.2024;1936
897;18.03.2024;3816
897;23.03.2024;3576
897;29.03.2024;1437
897;12.04.2024;3188
898;18.05.2024;3799
898;22.05.2024;3896
898;24.05.2024;5083
898;29.05.2024;1311
898;30.05.2024;2213
898;01.06.2024;2263
898;03.06.2024;1794
898;08.06.2024;5572
898;19.06.2024;5366
898;23.06.2024;4382
898;24.06.2024;2592
898;28.06.2024;2363
898;01.07.2024;2657
898;03.07.2024;5443
898;24.07.2024;918
898;04.08.2024;5133
898;07.08.2024;4902
898;16.08.2024;3523
898;05.09.2024;2293
898;06.10.2024;1295
898;21.10.2024;1816
898;22.10.2024;4860
898;26.12.2024;2592
898;18.02.2025;5287
899;01.08.2023;4850
899;02.08.2023;4277
899;03.08.2023;5616
899;04.08.2023;3032
899;07.08.2023;667
899;11.08.2023;5242
899;14.08.2023;3754
899;16.08.2023;5505
899;20.08.2023;1090
899;23.08.2023;4999
899;24.08.2023;5944
899;27.08.2023;3773
899;28.08.2023;3123
899;31.08.2023;5421
899;07.09.2023;1587
899;09.09.2023;2800
899;12.09.2023;1558
899;13.09.2023;3434
899;16.09.2023;5030
899;19.09.2023;5766
899;23.09.2023;501
899;26.09.2023;4526
899;05.10.2023;2382
899;07.10.2023;996
899;10.10.2023;4379
899;11.10.2023;3457
899;16.10.2023;1170
899;19.10.2023;5020
899;22.10.2023;2411
899;26.10.2023;4929
899;28.10.2023;2719
899;29.10.2023;1303
899;04.11.2023;2013
899;13.11.2023;1717
899;26.11.2023;4670
899;30.11.2023;1210
899;01.12.2023;3127
899;18.12.2023;2697
899;11.01.2024;525
899;16.01.2024;1747
899;27.01.2024;4265
899;01.03.2024;607
899;08.05.2024;2219
900;01.02.2024;1413
900;02.02.2024;771
900;03.02.2024;1819
900;04.02.2024;616
900;05.02.2024;2759
900;06.02.2024;5081
900;07.02.2024;2739
900;08.02.2024;2636
900;10.02.2024;2985
900;12.02.2024;5148
900;14.02.2024;5720
900;15.02.2024;4987
900;18.02.2024;4528
900;19.02.2024;4830
900;21.02.2024;5307
900;23.02.2024;5905
900;25.02.2024;5482
900;27.02.2024;3804
900;28.02.2024;590
900;02.03.2024;2526
900;06.03.2024;2214
900;11.03.2024;1276
900;16.03.2024;5008
900;17.03.2024;2681
900;18.03.2024;551
900;20.03.2024;4686
900;24.03.2024;4123
900;29.03.2024;5774
900;30.03.2024;2523
900;09.04.2024;4160
900;11.04.2024;3491
900;13.04.2024;5995
900;22.04.2024;3125
900;24.04.2024;2489
900;30.04.2024;556
900;01.05.2024;2272
900;03.05.2024;5603
900;08.05.2024;3329
900;15.05.2024;1498
900;20.05.2024;5370
900;21.05.2024;2252
900;28.05.2024;4047
900;04.06.2024;5764
900;21.06.2024;3639
900;07.07.2024;4791
900;09.07.2024;1424
900;04.08.2024;2531
900;08.08.2024;5298
900;18.09.2024;1652
900;02.10.2024;5855
901;25.04.2023;2347
901;26.04.2023;917
901;27.04.2023;2013
901;28.04.2023;1945
901;30.04.2023;4045
901;01.05.2023;826
901;03.05.2023;3577
901;04.05.2023;5883
901;06.05.2023;5489
901;08.05.2023;3017
901;09.05.2023;3221
901;12.05.2023;4200
901;16.05.2023;3696
901;17.05.2023;2273
901;18.05.2023;5118
901;19.05.2023;4771
901;21.05.2023;5403
901;22.05.2023;1245
901;24.05.2023;2135
901;25.05.2023;4987
901;26.05.2023;5268
901;30.05.2023;1020
901;31.05.2023;4466
901;03.06.2023;5128
901;07.06.2023;5406
901;12.06.2023;4783
901;13.06.2023;5769
901;16.06.2023;4458
901;19.06.2023;4348
901;25.06.2023;1338
901;06.07.2023;3562
901;07.07.2023;2569
901;13.07.2023;3392
901;24.07.2023;3753
901;29.07.2023;3582
901;03.08.2023;3226
901;04.08.2023;2231
901;10.08.2023;1615
901;16.08.2023;980
901;17.08.2023;4447
901;19.08.2023;4892
901;23.08.2023;3684
901;20.09.2023;2228
901;28.09.2023;4270
901;02.10.2023;5576
901;21.10.2023;3909
901;22.10.2023;5366
901;26.12.2023;3405
902;14.06.2023;1256
902;06.07.2023;628
902;25.07.2023;526
903;28.06.2024;1758
903;30.06.2024;4349
903;01.07.2024;2256
903;03.07.2024;5025
903;04.07.2024;3508
903;05.07.2024;4968
903;07.07.2024;2170
903;10.07.2024;977
903;15.07.2024;3088
903;19.07.2024;5485
903;20.07.2024;4799
903;21.07.2024;3344
903;22.07.2024;4793
903;23.07.2024;1703
903;27.07.2024;2355
903;29.07.2024;4903
903;31.07.2024;5567
903;04.08.2024;3615
903;11.08.2024;3924
903;30.08.2024;4412
903;02.09.2024;4464
903;03.09.2024;4906
903;05.09.2024;3216
903;09.09.2024;2842
903;12.09.2024;4792
903;22.09.2024;5639
903;24.09.2024;3973
903;08.10.2024;5388
903;18.10.2024;795
903;22.10.2024;3162
903;18.11.2024;2149
903;15.12.2024;1089
903;19.12.2024;4008
903;18.01.2025;4268
903;03.02.2025;3789
904;20.02.2024;3623
904;22.02.2024;5919
904;24.02.2024;5050
904;25.02.2024;938
904;26.02.2024;4948
904;28.02.2024;3807
904;29.02.2024;2404
904;01.03.2024;2446
904;03.03.2024;2741
904;12.03.2024;5540
904;18.03.2024;4325
904;19.03.2024;4842
904;22.03.2024;3280
904;23.03.2024;3915
904;28.03.2024;1966
904;01.04.2024;4033
904;05.04.2024;3645
904;10.04.2024;5833
904;13.04.2024;2822
904;18.04.2024;4079
904;23.04.2024;3610
904;09.05.2024;5938
904;17.05.2024;1968
904;19.05.2024;1025
904;17.06.2024;2787
904;10.07.2024;1693
904;02.10.2024;3902
905;27.03.2024;4617
905;28.03.2024;4144
905;29.03.2024;4989
905;30.03.2024;3591
905;31.03.2024;2011
905;01.04.2024;1365
905;02.04.2024;1321
905;03.04.2024;5464
905;04.04.2024;4760
905;05.04.2024;1307
905;06.04.2024;753
905;07.04.2024;5740
905;08.04.2024;5682
905;09.04.2024;5599
905;11.04.2024;5671
905;12.04.2024;1232
905;16.04.2024;5030
905;17.04.2024;2225
905;22.04.2024;2555
905;24.04.2024;2382
905;30.04.2024;1097
905;01.05.2024;5830
905;02.05.2024;1155
905;03.05.2024;1718
905;12.05.2024;1628
905;01.06.2024;5657
905;03.06.2024;568
905;11.06.2024;2509
905;16.06.2024;3672
905;19.06.2024;5644
905;20.06.2024;3955
905;21.06.2024;3481
905;23.06.2024;1893
905;25.06.2024;3593
905;04.07.2024;1516
905;05.07.2024;2632
905;14.07.2024;2131
905;20.07.2024;4937
905;23.07.2024;1539
905;03.08.2024;5857
905;05.08.2024;5527
905;23.08.2024;5718
905;26.08.2024;5763
905;21.09.2024;3199
905;14.10.2024;4791
905;06.11.2024;821
905;23.12.2024;991
906;13.02.2024;4130
906;14.02.2024;907
906;15.02.2024;2441
906;16.02.2024;3712
906;17.02.2024;1086
906;18.02.2024;4581
906;19.02.2024;1088
906;21.02.2024;1537
906;22.02.2024;5305
906;23.02.2024;2101
906;25.02.2024;1649
906;26.02.2024;872
906;27.02.2024;3892
906;01.03.2024;3702
906;03.03.2024;1078
906;04.03.2024;1655
906;08.03.2024;1488
906;10.03.2024;1429
906;12.03.2024;566
906;13.03.2024;5307
906;16.03.2024;4789
906;23.03.2024;3250
906;24.03.2024;4670
906;30.03.2024;3250
906;01.04.2024;1384
906;05.04.2024;4299
906;13.04.2024;5208
906;25.04.2024;4372
906;03.05.2024;1229
906;08.05.2024;4774
906;11.05.2024;2939
906;12.05.2024;5188
906;15.05.2024;1320
906;22.05.2024;2873
906;08.06.2024;3867
906;10.06.2024;1057
906;21.06.2024;830
906;24.06.2024;1226
906;14.07.2024;999
906;19.07.2024;1180
906;08.08.2024;3472
906;10.08.2024;1286
906;13.08.2024;3280
906;01.09.2024;629
907;16.11.2023;4869
907;22.11.2023;3659
907;03.12.2023;2395
907;04.12.2023;4114
907;05.12.2023;2379
907;06.12.2023;510
907;14.12.2023;1261
907;17.12.2023;4397
907;19.12.2023;3700
907;13.01.2024;926
907;23.03.2024;5290
907;19.06.2024;5129
908;01.04.2023;5734
908;06.04.2023;919
908;07.04.2023;5471
908;08.04.2023;3575
908;09.04.2023;2853
908;10.04.2023;5941
908;11.04.2023;1526
908;15.04.2023;2869
908;17.04.2023;4359
908;20.04.2023;4323
908;22.04.2023;2857
908;25.04.2023;2023
908;26.04.2023;3820
908;09.05.2023;2200
908;14.05.2023;1219
908;22.05.2023;5144
908;28.05.2023;2764
908;15.06.2023;2113
908;20.06.2023;4007
908;02.07.2023;799
908;07.07.2023;5831
908;11.07.2023;5024
908;17.07.2023;2485
908;18.07.2023;4704
908;30.07.2023;4657
908;23.08.2023;2076
908;14.10.2023;5393
908;18.11.2023;3042
909;11.02.2024;4476
909;15.02.2024;2240
909;24.02.2024;717
909;29.02.2024;872
909;27.03.2024;5162
909;26.05.2024;1659
909;14.08.2024;1442
910;07.03.2024;1524
910;08.03.2024;4121
910;09.03.2024;2352
910;10.03.2024;3834
910;12.03.2024;3342
910;13.03.2024;1819
910;16.03.2024;5701
910;17.03.2024;685
910;18.03.2024;5714
910;20.03.2024;2091
910;23.03.2024;1025
910;24.03.2024;4823
910;29.03.2024;2335
910;30.03.2024;1267
910;18.04.2024;4649
910;26.04.2024;4252
910;06.05.2024;1762
910;15.05.2024;2196
910;17.05.2024;756
910;18.05.2024;1626
910;27.05.2024;3351
910;13.06.2024;2619
910;16.06.2024;5638
910;26.06.2024;3094
910;30.06.2024;2903
910;10.07.2024;4758
910;10.10.2024;5384
910;13.10.2024;2561
911;14.04.2023;590
911;22.05.2023;4418
911;31.10.2023;3594
912;12.04.2023;5855
912;13.04.2023;3146
912;14.04.2023;5301
912;15.04.2023;5633
912;17.04.2023;2120
912;18.04.2023;4608
912;21.04.2023;710
912;23.04.2023;1593
912;25.04.2023;5160
912;02.05.2023;5791
912;03.05.2023;4428
912;17.05.2023;954
912;28.05.2023;5170
912;01.06.2023;5724
912;14.06.2023;3691
912;15.06.2023;3949
912;09.07.2023;1618
912;06.08.2023;3083
912;31.08.2023;2107
912;02.09.2023;5865
912;22.11.2023;3130
913;06.03.2023;3288
913;10.03.2023;1500
913;11.03.2023;5395
913;12.03.2023;4315
913;14.03.2023;1768
913;16.03.2023;4745
913;19.03.2023;1900
913;21.03.2023;4672
913;29.03.2023;1834
913;02.04.2023;1979
913;03.04.2023;5804
913;05.04.2023;793
913;11.04.2023;5181
913;13.04.2023;4453
913;26.04.2023;5974
913;27.04.2023;791
913;03.05.2023;4430
913;08.05.2023;4805
913;10.05.2023;545
913;15.05.2023;4935
913;20.05.2023;4852
913;21.05.2023;3733
913;24.05.2023;4413
913;06.06.2023;5159
913;10.06.2023;3346
913;25.06.2023;5761
913;01.07.2023;3376
913;08.07.2023;2977
913;12.07.2023;4112
913;18.07.2023;2504
913;07.08.2023;3340
913;11.08.2023;3806
913;22.08.2023;1721
913;24.08.2023;5321
913;02.09.2023;2952
913;06.10.2023;726
913;16.10.2023;5454
913;18.10.2023;4584
914;28.04.2024;2343
914;05.05.2024;3102
914;09.05.2024;1224
914;24.05.2024;2224
914;18.07.2024;4929
914;27.07.2024;1398
914;16.08.2024;4192
915;15.07.2023;3504
915;16.07.2023;3135
915;17.07.2023;781
915;20.07.2023;5361
915;21.07.2023;1137
915;22.07.2023;1318
915;24.07.2023;3873
915;26.07.2023;4510
915;28.07.2023;5708
915;30.07.2023;5533
915;31.07.2023;2646
915;03.08.2023;5355
915;06.08.2023;676
915;12.08.2023;545
915;14.08.2023;4013
915;17.08.2023;2396
915;18.08.2023;4410
915;27.08.2023;5111
915;30.08.2023;853
915;02.09.2023;4298
915;06.09.2023;2062
915;15.09.2023;1805
915;19.09.2023;5093
915;23.09.2023;5350
915;24.09.2023;1938
915;25.09.2023;1696
915;27.09.2023;2367
915;04.10.2023;4330
915;05.10.2023;4726
915;20.10.2023;1613
915;23.10.2023;2815
915;07.11.2023;1240
915;16.11.2023;1289
915;26.11.2023;854
915;28.11.2023;979
915;30.11.2023;5418
915;03.12.2023;4398
915;28.12.2023;1784
915;28.01.2024;4646
915;06.02.2024;3150
915;13.02.2024;1570
915;02.03.2024;839
915;02.04.2024;1006
915;28.04.2024;2694
916;06.03.2024;3971
916;07.03.2024;3885
916;09.03.2024;5540
916;10.03.2024;2181
916;11.03.2024;2669
916;13.03.2024;4297
916;14.03.2024;2108
916;15.03.2024;4068
916;16.03.2024;2648
916;17.03.2024;5636
916;18.03.2024;1819
916;26.03.2024;4205
916;28.03.2024;3089
916;29.03.2024;5899
916;31.03.2024;1644
916;09.04.2024;625
916;11.04.2024;3488
916;22.04.2024;3261
916;01.05.2024;3220
916;03.05.2024;5366
916;04.05.2024;2632
916;08.05.2024;1684
916;13.05.2024;801
916;14.05.2024;2995
916;22.05.2024;5062
916;29.05.2024;5927
916;04.06.2024;4165
916;14.06.2024;2714
916;24.06.2024;3564
916;05.07.2024;4451
916;12.07.2024;4375
916;13.07.2024;3344
916;06.08.2024;3943
916;07.08.2024;2496
916;12.08.2024;5423
916;23.08.2024;977
916;09.09.2024;3009
916;10.09.2024;1279
916;29.10.2024;562
916;10.11.2024;5344
916;28.11.2024;3169
917;25.12.2023;3329
917;26.12.2023;5603
917;28.12.2023;2576
917;30.12.2023;4608
917;31.12.2023;568
917;02.01.2024;3981
917;03.01.2024;4849
917;06.01.2024;5929
917;10.01.2024;2253
917;11.01.2024;4541
917;13.01.2024;601
917;19.01.2024;5625
917;21.01.2024;4079
917;26.01.2024;2251
917;27.01.2024;3226
917;30.01.2024;5331
917;01.02.2024;1319
917;03.02.2024;936
917;04.02.2024;5876
917;15.02.2024;4121
917;26.02.2024;3559
917;07.03.2024;4388
917;10.03.2024;5096
917;23.03.2024;3766
917;27.03.2024;5352
917;28.03.2024;5506
917;29.03.2024;5445
917;03.04.2024;3814
917;04.04.2024;4590
917;05.04.2024;4260
917;09.04.2024;4482
917;09.06.2024;2794
917;29.06.2024;4168
918;01.04.2024;5734
918;02.04.2024;3446
918;04.04.2024;1913
918;05.04.2024;5234
918;07.04.2024;4042
918;08.04.2024;788
918;14.04.2024;5621
918;17.04.2024;979
918;18.04.2024;5578
918;23.04.2024;4120
918;28.04.2024;885
918;01.05.2024;834
918;03.05.2024;3940
918;05.05.2024;5167
918;06.05.2024;2770
918;08.05.2024;1503
918;10.05.2024;3377
918;18.05.2024;750
918;02.06.2024;5252
918;05.06.2024;2798
918;15.06.2024;3750
918;16.06.2024;5478
918;17.06.2024;2565
918;06.07.2024;2869
918;13.07.2024;3692
918;26.07.2024;1217
918;17.09.2024;1593
918;07.10.2024;4330
918;17.10.2024;2167
918;09.02.2025;5287
919;17.03.2023;2967
919;01.05.2023;3537
920;06.01.2024;3259
920;07.01.2024;5195
920;08.01.2024;4027
920;10.01.2024;2312
920;15.01.2024;1836
920;16.01.2024;2194
920;17.01.2024;5491
920;20.01.2024;5831
920;23.01.2024;5998
920;26.01.2024;1843
920;10.02.2024;3940
920;16.02.2024;1873
920;27.02.2024;5112
920;03.03.2024;4633
920;07.03.2024;1340
920;21.03.2024;836
920;01.04.2024;4498
920;13.04.2024;1626
920;18.04.2024;3956
920;26.04.2024;4043
920;02.05.2024;3621
920;28.05.2024;5268
920;08.06.2024;4711
920;13.06.2024;4909
920;24.06.2024;2253
921;10.03.2023;3266
921;12.03.2023;3768
921;13.03.2023;1954
921;17.03.2023;5324
921;21.03.2023;5428
921;23.03.2023;773
921;26.03.2023;4675
921;27.03.2023;4741
921;29.03.2023;5528
921;05.04.2023;3095
921;12.04.2023;1137
921;27.04.2023;4066
921;09.05.2023;3818
921;12.05.2023;5154
921;20.05.2023;3355
921;25.05.2023;1835
921;08.06.2023;2115
921;11.06.2023;5429
921;30.06.2023;5360
921;28.08.2023;2546
921;26.09.2023;4280
922;15.03.2024;5899
922;17.03.2024;951
922;18.03.2024;2836
922;19.03.2024;3136
922;20.03.2024;4090
922;21.03.2024;1686
922;22.03.2024;1490
922;23.03.2024;1066
922;24.03.2024;5971
922;25.03.2024;3580
922;26.03.2024;2532
922;30.03.2024;3158
922;01.04.2024;2006
922;02.04.2024;3829
922;03.04.2024;2323
922;08.04.2024;5484
922;11.04.2024;3903
922;12.04.2024;3804
922;14.04.2024;1883
922;15.04.2024;4913
922;17.04.2024;900
922;26.04.2024;2271
922;27.04.2024;5941
922;29.04.2024;5565
922;30.04.2024;5157
922;06.05.2024;1022
922;17.05.2024;3865
922;21.05.2024;4631
922;23.05.2024;5901
922;27.05.2024;5759
922;14.06.2024;2147
922;17.06.2024;3998
922;22.06.2024;634
922;24.06.2024;3343
922;27.06.2024;3479
922;03.07.2024;2806
922;15.07.2024;1373
922;18.07.2024;5731
922;19.07.2024;2302
922;20.07.2024;4311
922;02.09.2024;4216
922;03.09.2024;521
922;17.09.2024;884
922;08.10.2024;716
922;04.12.2024;3150
922;25.12.2024;530
922;27.02.2025;5818
923;26.02.2024;2321
923;03.03.2024;5444
923;04.03.2024;5851
923;05.03.2024;1552
923;06.03.2024;928
923;17.03.2024;3108
923;20.03.2024;1156
923;31.03.2024;3440
923;03.04.2024;5154
923;24.04.2024;5611
923;28.04.2024;3940
923;12.05.2024;3175
923;18.05.2024;2640
923;23.05.2024;1975
923;13.06.2024;5526
924;02.05.2024;3890
924;04.05.2024;3271
924;05.05.2024;2506
924;07.05.2024;2032
924;08.05.2024;4809
924;10.05.2024;3835
924;12.05.2024;5443
924;13.05.2024;1064
924;14.05.2024;5840
924;15.05.2024;736
924;17.05.2024;683
924;20.05.2024;4543
924;23.05.2024;1004
924;31.05.2024;3475
924;01.06.2024;3634
924;08.06.2024;2480
924;10.06.2024;1923
924;12.06.2024;3943
924;13.06.2024;4290
924;17.06.2024;1709
924;21.06.2024;4053
924;24.06.2024;1921
924;29.06.2024;4679
924;30.06.2024;4499
924;01.07.2024;2505
924;09.07.2024;5581
924;13.07.2024;1556
924;18.07.2024;2436
924;30.07.2024;5151
924;20.08.2024;4890
924;04.09.2024;1069
924;16.09.2024;1586
924;24.09.2024;2915
924;04.10.2024;518
924;10.10.2024;3772
924;01.12.2024;2583
925;11.08.2023;2979
925;13.08.2023;871
925;21.08.2023;2903
925;22.08.2023;1313
925;17.09.2023;5176
925;30.09.2023;609
925;14.10.2023;2887
925;20.03.2024;3896
926;15.02.2024;2170
926;17.03.2024;4472
926;21.03.2024;2943
926;25.04.2024;3737
926;25.05.2024;1905
926;06.07.2024;5924
926;14.11.2024;5719
927;16.07.2023;5745
927;17.07.2023;5799
927;18.07.2023;4730
927;19.07.2023;888
927;20.07.2023;740
927;21.07.2023;583
927;23.07.2023;1438
927;25.07.2023;1676
927;26.07.2023;3315
927;27.07.2023;1623
927;30.07.2023;636
927;31.07.2023;1515
927;04.08.2023;5085
927;07.08.2023;4038
927;10.08.2023;5019
927;14.08.2023;2340
927;15.08.2023;3562
927;17.08.2023;2475
927;18.08.2023;573
927;21.08.2023;1601
927;24.08.2023;2873
927;25.08.2023;2036
927;28.08.2023;3163
927;08.09.2023;5996
927;13.09.2023;863
927;19.09.2023;2346
927;21.09.2023;5812
927;23.09.2023;3068
927;01.10.2023;5206
927;19.10.2023;1601
927;21.10.2023;5013
927;24.10.2023;1060
927;03.11.2023;4981
927;30.11.2023;3986
927;21.12.2023;716
927;29.12.2023;5823
927;09.01.2024;4055
927;09.03.2024;710
928;16.05.2024;3706
928;18.05.2024;513
928;21.05.2024;4971
928;25.05.2024;1158
928;26.05.2024;2661
928;27.07.2024;3469
928;08.08.2024;1943
928;01.09.2024;4116
928;10.10.2024;3920
928;20.11.2024;3695
929;18.07.2023;2553
929;19.07.2023;5240
929;20.07.2023;4966
929;21.07.2023;1668
929;25.07.2023;2899
929;29.07.2023;4242
929;30.07.2023;2107
929;31.07.2023;3863
929;01.08.2023;2827
929;05.08.2023;3322
929;07.08.2023;1755
929;09.08.2023;1366
929;13.08.2023;5116
929;16.08.2023;1567
929;18.08.2023;2759
929;29.08.2023;1286
929;31.08.2023;4635
929;05.09.2023;5483
929;07.09.2023;2379
929;13.09.2023;1187
929;14.09.2023;1219
929;22.09.2023;4467
929;03.10.2023;2446
929;04.10.2023;2132
929;10.10.2023;5445
929;11.10.2023;4392
929;17.10.2023;906
929;21.10.2023;1260
929;22.10.2023;4418
929;23.10.2023;5972
929;19.11.2023;1704
929;21.11.2023;3516
929;09.12.2023;4385
929;23.12.2023;4692
929;29.12.2023;2639
929;02.01.2024;2056
929;03.01.2024;2443
929;12.02.2024;1914
929;19.02.2024;4825
929;01.06.2024;3043
930;04.01.2024;1184
930;05.01.2024;2633
930;16.01.2024;522
930;17.01.2024;832
930;28.01.2024;5634
930;02.02.2024;1467
930;09.02.2024;4294
930;16.02.2024;2252
930;26.02.2024;2874
930;24.03.2024;585
930;27.03.2024;2475
930;13.04.2024;2480
930;21.04.2024;3752
930;26.04.2024;5963
930;09.05.2024;3912
930;15.05.2024;915
930;06.08.2024;3929
931;20.06.2024;600
931;21.06.2024;4383
931;23.06.2024;2895
931;24.06.2024;3983
931;25.06.2024;5971
931;27.06.2024;2206
931;28.06.2024;2602
931;30.06.2024;890
931;07.07.2024;883
931;14.07.2024;3720
